text,label
There 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where Santa gives gifts to grownups .,negative
Less front-loaded and more shapely than the two-hour version released here in 1990 .,neutral
It 's quite diverting nonsense .,negative
Damon brings the proper conviction to his role as ( Jason Bourne ) .,positive
"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .",very positive
A well-acted movie that simply does n't gel .,neutral
"As violent , profane and exploitative as the most offensive action flick you 've ever seen .",negative
Same guy with both hats .,neutral
"Yet another genre exercise , Gangster No. 1 is as generic as its title .",negative
"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",negative
"This film is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",positive
"Though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .",negative
It may also be the best sex comedy about environmental pollution ever made .,very positive
An average kid-empowerment fantasy with slightly above-average brains .,positive
Morvern rocks .,very positive
"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",very negative
"Boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",very negative
Seems like something American and European gay movies were doing 20 years ago .,negative
Byler is too savvy a filmmaker to let this morph into a typical romantic triangle .,positive
"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",neutral
"I walked away not really know who `` they '' were , what `` they '' looked like .",negative
"Never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .",negative
The camera twirls !,neutral
"Imagine the CleanFlicks version of ` Love Story , ' with Ali MacGraw 's profanities replaced by romance-novel platitudes .",negative
"Passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...",positive
No surprises .,negative
"A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production .",positive
A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .,positive
Drumline ably captures the complicated relationships in a marching band .,positive
One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,negative
"She nearly glows with enthusiasm , sensuality and a conniving wit .",positive
"but rather , ` How can you charge money for this ? '",very negative
Aan opportunity wasted .,negative
Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .,very positive
Proof of this is Ballistic : Ecks vs. Sever .,neutral
Rosenthal ( Halloween II ) seems to have forgotten everything he ever knew about generating suspense .,negative
Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,negative
"Godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .",negative
The rare Imax movie that you 'll wish was longer than an hour .,positive
"Despite its floating narrative , this is a remarkably accessible and haunting film .",very positive
The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,very negative
"Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",positive
"Since the movie is based on a Nicholas Sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",neutral
It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,neutral
"At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",very negative
There 's already been too many of these films ...,very negative
"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .",very positive
"In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",positive
"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",negative
It 's that painful .,very negative
Some remarkable achival film about how Shanghai ( of all places ) served Jews who escaped the Holocaust .,positive
All the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling .,very negative
Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .,negative
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,very positive
A selection of scenes in search of a movie .,negative
What 's worse is that Pelosi knows it .,negative
"Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .",negative
"All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",negative
"Brutally honest and told with humor and poignancy , which makes its message resonate .",very positive
A moving and important film .,very positive
It 's hard to imagine that even very small children will be impressed by this tired retread .,very negative
"For a movie about the power of poetry and passion , there is precious little of either .",negative
"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",negative
Plotless collection of moronic stunts is by far the worst movie of the year .,very negative
"It falls far short of poetry , but it 's not bad prose .",positive
Brisk hack job .,very negative
Interesting both as a historical study and as a tragic love story .,positive
Lawrence should stick to his day job .,negative
"Deuces Wild treads heavily into Romeo and Juliet\/West Side Story territory , where it plainly has no business going .",negative
The obnoxious title character provides the drama that gives added clout to this doc .,positive
Mel Gibson fights the good fight in Vietnam in director Randall Wallace 's flag-waving war flick with a core of decency .,positive
"The only problem is that , by the end , no one in the audience or the film seems to really care .",very negative
"Real Women may have many agendas , but it also will win you over , in a big way .",very positive
"The story line may be 127 years old , but El Crimen del Padre Amaro ... could n't be more timely in its despairing vision of corruption within the Catholic establishment .",positive
"Many of the effective horror elements are dampened through familiarity , ( yet ) are worthwhile .",neutral
"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .",very positive
Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,positive
Long on twinkly-eyed close-ups and short on shame .,negative
A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,very negative
"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",very positive
It 's loud and boring ; watching it is like being trapped at a bad rock concert .,negative
"The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .",positive
"And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .",negative
"Though Frodo 's quest remains unfulfilled , a hardy group of determined New Zealanders has proved its creative mettle .",neutral
"For all the complications , it 's all surprisingly predictable .",neutral
An elegant film with often surprising twists and an intermingling of naiveté and sophistication .,positive
"This is a very funny , heartwarming film .",very positive
Japanese director Shohei Imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .,positive
Nair does n't use ( Monsoon Wedding ) to lament the loss of culture .,neutral
Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,very negative
The action quickly sinks into by-the-numbers territory .,negative
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",very positive
"Devolves into the derivative , leaning on badly-rendered CGI effects .",negative
Collapses after 30 minutes into a slap-happy series of adolescent violence .,very negative
"( T ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate Bela Lugosi 's now-cliched vampire accent .",negative
"An authentically vague , but ultimately purposeless , study in total pandemonium .",negative
Big time .,neutral
( Woo 's ) most resonant film since The Killer .,positive
"Got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1\/2 - hour , dissipated length .",positive
"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",negative
It 's a road-trip drama with too many wrong turns .,very negative
I ca n't .,neutral
"I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them .",neutral
( A ) stale retread of the '53 original .,negative
"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .",negative
"Maryam is a small film , but it offers large rewards .",positive
An ambitious ` what if ? ',positive
"To call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",very positive
"Even with its $ 50-million US budget , Pinocchio never quite achieves the feel of a fanciful motion picture .",negative
"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",negative
"A subtle , poignant picture of goodness that is flawed , compromised and sad .",neutral
"Unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .",very negative
... passable enough for a shoot-out in the o.k. court house of life type of flick .,neutral
A gentle and engrossing character study .,positive
"Like a pack of dynamite sticks , built for controversy .",negative
-- but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,very positive
"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",positive
"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",very positive
The plot meanders from gripping to plodding and back .,neutral
"Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",negative
"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",very positive
A low-key labor of love that strikes a very resonant chord .,positive
Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .,positive
"Although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",negative
"Wraps itself in the guise of a dark and quirky comedy , but it is n't as quirky as it thinks it is and its comedy is generally mean-spirited .",neutral
"The pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by Charlie Kaufman and his twin brother , Donald , and directed by Spike Jonze .",positive
Jackie Chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing .,positive
"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",positive
The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,very negative
( A ) crushing disappointment .,very negative
"Just a string of stale gags , with no good inside dope , and no particular bite .",negative
Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .,neutral
Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,negative
"The entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .",negative
The actors try hard but come off too amateurish and awkward .,very negative
Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .,negative
You 'd have to be a most hard-hearted person not to be moved by this drama .,positive
I ca n't say this enough : This movie is about an adult male dressed in pink jammies .,negative
"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",neutral
"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .",neutral
"Full Frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .",negative
Never once predictable .,positive
The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,negative
"... an hour-and-a-half of inoffensive , unmemorable filler .",very negative
"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",positive
This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,neutral
"Sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even Freeman ca n't save it .",very negative
Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,very positive
"Tells a fascinating , compelling story .",very positive
"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",neutral
The pace and the visuals are so hyped up that a curious sense of menace informs everything .,neutral
A few pieces of the film buzz and whir ; very little of it actually clicks .,negative
"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",positive
"Laughably , irredeemably awful .",very negative
This is not an easy film .,negative
"Like a veteran head cutter , Barbershop is tuned in to its community .",positive
"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",positive
A family-friendly fantasy that ends up doing very little with its imaginative premise .,neutral
"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",very negative
But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .,very negative
"But Windtalkers does n't beat that one , either .",negative
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",negative
Has a customarily jovial air but a deficit of flim-flam inventiveness .,negative
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",very positive
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",positive
A remarkable film by Bernard Rose .,very positive
"A big , loud , bang-the-drum bore .",negative
"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",neutral
"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",negative
"It 's a square , sentimental drama that satisfies , as comfort food often can .",positive
When the twist endings were actually surprising ?,neutral
"Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .",positive
Definitely worth 95 minutes of your time .,very positive
As steamy as last week 's pork dumplings .,very negative
"We can tell what it is supposed to be , but ca n't really call it a work of art .",negative
"Fails in making this character understandable , in getting under her skin , in exploring motivation ... Well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",very negative
Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,positive
... Rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,positive
"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",positive
Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,very negative
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",negative
"It 's at once laughable and compulsively watchable , in its committed dumbness .",positive
"This fascinating look at Israel in ferment feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful .",very positive
That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,negative
The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge,neutral
One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .,neutral
I liked a lot of the smaller scenes .,positive
near the end takes on a whole other meaning .,neutral
Kids who are into this Thornberry stuff will probably be in wedgie heaven .,positive
A very depressing movie of many missed opportunities .,very negative
"feeling to it , but like the 1920 's , the trip there is a great deal of fun .",positive
"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",very positive
A compelling motion picture that illustrates an American tragedy .,very positive
The premise of Jason X is silly but strangely believable .,positive
This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,neutral
This film can only point the way -- but thank goodness for this signpost .,positive
"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",very positive
One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,positive
"A weird , arresting little ride .",positive
"This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",very positive
Contradicts everything we 've come to expect from movies nowadays .,positive
By turns very dark and very funny .,very positive
"A ` Girls Gone Wild ' video for the boho art-house crowd , The Burning Sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",very negative
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,negative
"At its best , it 's Black Hawk Down with more heart .",positive
Beautiful to watch and holds a certain charm .,very positive
